budget_function,PMU_counter_used_budget,PMU_counter_used_budget_r,PMU_counter_used_budget_w,total_calc_r,total_calc_w,used_budget_read[0],used_budget_read[1],used_budget_read[2],used_budget_read[3],used_budget_read[4],used_budget_read[5],used_budget_read[6],used_budget_read[7],used_budget_read[8],used_budget_read[9],used_budget_write[0],used_budget_write[1],used_budget_write[2],used_budget_write[3],used_budget_write[4],used_budget_write[5],used_budget_write[6],used_budget_write[7],used_budget_write[8],used_budget_write[9],calculated_read[0],calculated_read[1],calculated_read[2],calculated_read[3],calculated_read[4],calculated_read[5],calculated_read[6],calculated_read[7],calculated_read[8],calculated_read[9],calculated_write[0],calculated_write[1],calculated_write[2],calculated_write[3],calculated_write[4],calculated_write[5],calculated_write[6],calculated_write[7],calculated_write[8],calculated_write[9],
AFC,20863966,13094070,7769896,8816262,5231322,1447587,1864577,1550598,1361069,1247947,1179742,1138059,1114568,1099664,1090259,857989,1106647,920267,807792,740720,700118,675353,661484,652580,646946,289517,604529,793742,907207,975355,1016232,1040597,1055391,1064245,1069447,171597,358607,470939,538309,578791,603056,617515,626308,631562,634638,
AMBP,20507669,12872007,7635662,8597564,5099260,1006607,1952470,1603378,1393170,1266845,1190988,1145783,1118405,1101967,1092394,591587,1159687,952143,827279,752041,706907,680002,663756,653907,648353,201401,551614,761966,888206,963933,1009344,1036631,1052985,1062781,1068703,118397,326655,451752,526857,571893,598895,615116,624844,630656,634195,
PIC,15702790,9898480,5804310,4282099250,4287421680,989848,989848,989848,989848,989848,989848,989848,989848,989848,989848,580431,580431,580431,580431,580431,580431,580431,580431,580431,580431,428209925,428209925,428209925,428209925,428209925,428209925,428209925,428209925,428209925,428209925,428742168,428742168,428742168,428742168,428742168,428742168,428742168,428742168,428742168,428742168,
EWMA,21166557,13317901,7848656,9036844,5309347,1901862,1769138,1494700,1328043,1228067,1167825,1131790,1110214,1096988,1089274,1025578,1068945,898715,795184,733067,695699,673295,659860,651594,646719,380372,658125,825440,925960,986381,1022669,1044493,1057637,1065507,1070260,205115,377881,482047,544674,582352,605021,618675,626912,631848,634822,
SW,20695178,12988949,7706229,9251546,5491582,2154655,395144,586681,1109178,1457475,1457349,1457266,1457153,1457022,1457026,1278655,237155,347309,657572,864489,864342,864296,864261,864050,864100,1759159,1567887,1045493,697001,697001,697001,697001,697001,697001,697001,1041180,931278,621040,414012,414012,414012,414012,414012,414012,414012,
AFC,20867559,13096284,7771275,8817602,5232098,1448025,1864609,1550691,1361333,1248005,1179788,1138909,1114490,1099649,1090785,858229,1106596,920356,807917,740716,700166,675900,661488,652589,647318,289605,604605,793822,907324,975460,1016325,1040841,1055570,1064385,1069665,171645,358635,470979,538366,578836,603102,617661,626426,631658,634790,
AMBP,20506191,12871096,7635095,8597468,5099247,1005965,1952869,1603495,1393158,1267061,1191236,1145743,1118425,1101755,1091389,591277,1159962,952251,827123,752199,707040,680033,663752,653875,647583,201273,551592,761972,888209,963979,1009430,1036692,1053038,1062781,1068502,118335,326660,451778,526847,571917,598941,615159,624877,630676,634057,
PIC,15701110,9897540,5803570,4282100480,4287422640,989754,989754,989754,989754,989754,989754,989754,989754,989754,989754,580357,580357,580357,580357,580357,580357,580357,580357,580357,580357,428210048,428210048,428210048,428210048,428210048,428210048,428210048,428210048,428210048,428210048,428742264,428742264,428742264,428742264,428742264,428742264,428742264,428742264,428742264,428742264,
EWMA,18089136,15869596,2219540,10792266,1480666,1717575,1755951,2807268,1012038,2624121,1056554,887451,914724,2294254,799660,118408,311289,342890,212189,286511,213215,168867,155706,249343,161122,343515,626002,1062255,1052211,1366593,1304585,1221158,1159871,1386747,1269329,23681,81202,133539,149269,176717,184016,180986,175930,190612,184714,
SW,16762115,14536989,2225126,9532420,1900365,2265575,180286,643979,1307980,1646546,1676250,1693153,1711402,1686178,1725640,355555,270000,98449,134032,207633,233162,229923,229697,238749,227926,1904826,1622411,1029947,710748,710748,710748,710748,710748,710748,710748,305653,305653,241335,167494,146705,146705,146705,146705,146705,146705,
AFC,17007232,14590623,2416609,9814165,1621991,1306097,2265773,1905045,1436086,1501759,1404639,1063657,1179649,1278906,1249012,192416,354645,295622,231253,234559,218979,334289,198756,178403,177687,261219,662129,910712,1015786,1112980,1171311,1149781,1155754,1180384,1194109,38483,101715,140496,158647,173829,182859,213145,210268,203895,198654,
AMBP,15369893,13246947,2122946,559224235,86855050,1208650,2260901,1702685,1687412,1495774,978305,978305,978305,978305,978305,174720,365355,269247,261620,223929,165615,165615,165615,165615,165615,241810,645628,857039,1023113,1117645,111067800,111067800,111067800,111067800,111067800,35024,101090,134721,160100,172865,17250250,17250250,17250250,17250250,17250250,
PIC,29357240,25408790,3948450,4261935850,4289834290,2540879,2540879,2540879,2540879,2540879,2540879,2540879,2540879,2540879,2540879,394845,394845,394845,394845,394845,394845,394845,394845,394845,394845,426193585,426193585,426193585,426193585,426193585,426193585,426193585,426193585,426193585,426193585,428983429,428983429,428983429,428983429,428983429,428983429,428983429,428983429,428983429,428983429,
EWMA,17292604,15102131,2190473,10507457,1473122,1717952,1759481,2928774,990516,2601452,1022882,821612,965429,1301515,992518,118450,315983,356621,202804,294154,199781,163140,171333,198974,169233,343590,626768,1087169,1067838,1374560,1304224,1207701,1159246,1187699,1148662,23690,82148,137042,150194,178986,183145,179144,177581,181859,179333,
SW,15384313,13076695,2307618,10793689,1996055,2245560,496654,496654,348769,1331053,1720768,1541880,1653326,1690069,1551962,368433,65016,521844,106767,147793,153906,226132,247047,244229,226451,1944007,1733201,1733201,1030328,725492,725492,725492,725492,725492,725492,312786,270038,270038,231209,231209,136155,136155,136155,136155,136155,
AFC,16203709,13588715,2614994,9363511,1654819,1302104,2187309,1724532,1461270,1479737,1291557,1201561,1338275,464690,1137680,199476,338035,280144,232714,231531,198658,199233,205279,617911,112013,260420,645797,861544,981489,1081138,1123221,1138889,1178766,1035951,1056296,39895,99523,135647,155060,170354,176014,180657,185581,272047,240041,
AMBP,15614928,13519081,2095847,597132077,87280249,1286281,2127138,1434090,2782324,1238173,930215,930215,930215,930215,930215,135572,357419,243162,308109,228540,164609,164609,164609,164609,164609,257336,631296,791854,1189948,1199593,118612410,118612410,118612410,118612410,118612410,27194,93239,123223,160200,173868,17340505,17340505,17340505,17340505,17340505,
PIC,28760970,24925190,3835780,4262564530,4289980760,2492519,2492519,2492519,2492519,2492519,2492519,2492519,2492519,2492519,2492519,383578,383578,383578,383578,383578,383578,383578,383578,383578,383578,426256453,426256453,426256453,426256453,426256453,426256453,426256453,426256453,426256453,426256453,428998076,428998076,428998076,428998076,428998076,428998076,428998076,428998076,428998076,428998076,
EWMA,15154975,9372171,5782804,6343052,3898955,1250000,1258422,1073541,948922,866103,836001,802654,787652,782849,766027,682835,801203,679492,597325,542641,522892,500883,491003,487842,476688,250000,451684,576055,650628,693723,722178,738273,748148,755088,757275,136567,269494,351493,400659,429055,447822,458434,464947,469526,470958,
SW,14908224,9190715,5717509,6526900,4060497,1522807,268273,415593,789605,1031850,1030841,1035412,1029220,1034249,1032865,947355,167500,258205,491226,641824,641160,644205,640081,643436,642517,1251657,1101586,735558,491157,491157,491157,491157,491157,491157,491157,777918,685384,457687,305644,305644,305644,305644,305644,305644,305644,
AFC,14912019,9194767,5717252,6171791,3836666,903064,1344893,1113135,966390,884424,842764,804860,783347,776186,775704,556048,837940,693316,601412,550340,524699,500730,487146,482833,482788,180612,413468,553401,635998,685683,717099,734651,744390,750749,755740,111209,256555,343907,395408,426394,446055,456990,463021,466983,470144,
AMBP,14763359,9102010,5661349,6089700,3787904,741446,1368163,1137892,986819,893138,839884,808904,786236,770589,768939,460155,851055,708388,614180,555629,522478,503236,488954,479041,478233,148369,392327,541440,630515,683039,714408,733307,743892,749231,753172,92111,243899,336796,392272,424943,444450,456207,462756,466013,468457,
PIC,12313260,7593060,4720200,4285096300,4288831020,759306,759306,759306,759306,759306,759306,759306,759306,759306,759306,472020,472020,472020,472020,472020,472020,472020,472020,472020,472020,428509630,428509630,428509630,428509630,428509630,428509630,428509630,428509630,428509630,428509630,428883102,428883102,428883102,428883102,428883102,428883102,428883102,428883102,428883102,428883102,
EWMA,17892831,15546738,2346093,10498876,1560093,2036329,2016486,1779247,1620637,1453813,1378111,1391084,1294431,1289578,1287022,157866,355026,295274,264198,227998,225108,213895,197429,207657,201642,407265,729109,939136,1075436,1151111,1196511,1235425,1247226,1255696,1261961,31573,96263,136065,161691,174952,184983,190765,192097,195209,196495,
SW,16777970,14205249,2572721,11484096,2046514,2547540,469194,469194,484080,1311799,1804449,1748902,1830854,1750374,1788863,396325,73109,634288,124416,115285,115669,280613,281486,271914,279616,2075424,1855795,1855795,1166938,755024,755024,755024,755024,755024,755024,321623,289032,289032,277271,277271,118457,118457,118457,118457,118457,
AFC,17215852,14463579,2752273,9840244,1811241,1452762,2289438,1871566,1596047,1482555,1393627,1354367,350817,1289057,1383343,237020,350427,284305,247838,233644,217727,208836,724525,116163,131788,290552,690329,926576,1060470,1144887,1194635,1226581,1051429,1098954,1155831,47404,108008,143267,164181,178073,186003,190569,297360,261121,235255,
AMBP,17590167,15244226,2345941,10185110,1560205,1270877,2280548,1877912,1616203,1541204,1381440,1344795,1324523,1300912,1305812,144833,370325,292174,263543,237092,210913,216239,207159,201890,201773,254255,659513,903192,1045794,1144876,1192188,1222709,1243071,1254639,1264873,29046,97301,136275,161728,176800,183622,190145,193547,195215,196526,
PIC,12795580,11081130,1714450,4280561810,4292738490,1108113,1108113,1108113,1108113,1108113,1108113,1108113,1108113,1108113,1108113,171445,171445,171445,171445,171445,171445,171445,171445,171445,171445,428056181,428056181,428056181,428056181,428056181,428056181,428056181,428056181,428056181,428056181,429273849,429273849,429273849,429273849,429273849,429273849,429273849,429273849,429273849,429273849,
EWMA,16617694,14411132,2206562,9809047,1476347,1678567,2083845,1872841,1184375,1533896,1441965,952799,1387596,1349753,925495,114518,362007,307226,210953,244023,222493,168337,213205,203114,160686,335713,685339,922839,975146,1086896,1157909,1116887,1171028,1206773,1150517,22903,90723,134023,149409,168331,179163,176997,184238,188013,182547,
SW,17685486,15411854,2273632,9788353,1914711,2492300,418502,507220,1091734,1806114,1847482,1785172,1822356,1894150,1746824,387360,63402,228159,169304,244046,238516,232086,239568,244757,226434,2121185,1820432,1139341,672485,672485,672485,672485,672485,672485,672485,330662,282388,226307,153622,153622,153622,153622,153622,153622,153622,
AFC,16794889,14282288,2512601,9722407,1663526,1395998,2289421,1810971,1432812,1552335,1407595,1121280,877729,1211178,1182969,187025,359057,282097,239383,239165,218375,183085,497093,164663,142658,279199,681243,907188,1012312,1120316,1177771,1166473,1108725,1129215,1139965,37405,101735,137807,158122,174330,183139,183129,245921,229670,212268,
AMBP,16019458,13789467,2229991,562293303,38854911,1257197,2290156,1526178,1718591,1552250,1089019,1089019,1089019,1089019,1089019,169077,356024,259356,268247,231813,182339,223611,211230,164147,164147,251519,659246,832632,1009823,1118308,111684355,111684355,111684355,111684355,111684355,33895,98320,130527,158071,172819,174723,184500,189846,18856105,18856105,
PIC,29327660,25406290,3921370,4261939100,4289869500,2540629,2540629,2540629,2540629,2540629,2540629,2540629,2540629,2540629,2540629,392137,392137,392137,392137,392137,392137,392137,392137,392137,392137,426193910,426193910,426193910,426193910,426193910,426193910,426193910,426193910,426193910,426193910,428986950,428986950,428986950,428986950,428986950,428986950,428986950,428986950,428986950,428986950,
EWMA,17900311,15553305,2347006,10518704,1562159,2038543,2057496,1819049,1549816,1494473,1358030,1365383,1322916,1263123,1284476,158191,361162,292772,263691,227544,226116,212165,197978,206022,201365,407708,737665,953941,1073116,1157387,1197515,1231088,1249453,1252187,1258644,31638,97542,136588,162008,175115,185315,190685,192143,194918,196207,
SW,16814045,14226576,2587469,11481907,2045861,2548874,464502,464502,495066,1311192,1817382,1754235,1832563,1762083,1776177,396441,73228,648100,126960,109914,114209,280268,283856,272618,281875,2074566,1848170,1848170,1169481,756920,756920,756920,756920,756920,756920,321171,287012,287012,282763,282763,117028,117028,117028,117028,117028,
AFC,17233980,14467297,2766683,9845457,1819789,1464793,2274461,1880092,1620424,1475801,1387221,1360875,311243,1300622,1391765,239505,350154,288846,245367,228097,218291,210093,743293,113226,129811,292958,689258,927424,1066024,1147979,1195827,1228836,1045318,1096378,1155455,47901,108351,144450,164633,177325,185518,190433,301005,263450,236723,
AMBP,17597959,15251001,2346958,10194742,1560727,1273062,2277946,1898010,1610757,1529918,1402527,1332940,1321288,1305127,1299426,142909,371614,292285,264860,236572,210277,217365,206726,203175,201175,254692,659342,907075,1047811,1144232,1195891,1223300,1242897,1255343,1264159,28661,97251,136257,161977,176896,183572,190330,193609,195522,196652,
PIC,12994650,11285790,1708860,4280295750,4292745760,1128579,1128579,1128579,1128579,1128579,1128579,1128579,1128579,1128579,1128579,170886,170886,170886,170886,170886,170886,170886,170886,170886,170886,428029575,428029575,428029575,428029575,428029575,428029575,428029575,428029575,428029575,428029575,429274576,429274576,429274576,429274576,429274576,429274576,429274576,429274576,429274576,429274576,
EWMA,16555028,14352600,2202428,9741180,1469263,1655809,1998719,1791774,1264355,1532381,1436991,1039547,1358515,1337237,937272,112151,353025,296734,222412,234783,234098,172807,203007,215000,158411,331161,664672,890092,964944,1078431,1150143,1128023,1174121,1206744,1152849,22430,88549,130186,148631,165861,179508,178167,183135,189508,183288,
SW,17695619,15414937,2280682,10097761,1910190,2489909,415360,561841,1165717,1737350,1843831,1755464,1825399,1793204,1826862,386913,68010,203850,191393,236280,235071,242952,233696,245085,237432,2124359,1817557,1155703,714306,714306,714306,714306,714306,714306,714306,327622,282051,219591,154418,154418,154418,154418,154418,154418,154418,
AFC,16615027,14114850,2500177,9596679,1654821,1241934,2290587,1899980,1347676,1550915,1429537,1128816,856234,1219389,1149782,172608,361451,295437,223392,239069,221062,182279,505521,163738,135620,248386,656826,905456,993900,1105303,1170149,1161883,1100754,1124481,1129541,34521,99907,139013,155888,172524,182231,182240,246896,230265,211336,
AMBP,16003333,13774087,2229246,560193307,38778977,1315403,2242505,1534844,1730766,1515829,1086948,1086948,1086948,1086948,1086948,177921,351305,258606,269300,226065,182847,225834,209270,164049,164049,263160,659029,834192,1013506,1113970,111261890,111261890,111261890,111261890,111261890,35664,98792,130754,158463,171983,174155,184490,189446,18817615,18817615,
PIC,28969010,25057540,3911470,4262392480,4289882370,2505754,2505754,2505754,2505754,2505754,2505754,2505754,2505754,2505754,2505754,391147,391147,391147,391147,391147,391147,391147,391147,391147,391147,426239248,426239248,426239248,426239248,426239248,426239248,426239248,426239248,426239248,426239248,428988237,428988237,428988237,428988237,428988237,428988237,428988237,428988237,428988237,428988237,
EWMA,17865355,15522629,2342726,10470471,1557157,2017884,2032470,1749617,1638055,1422692,1406117,1382619,1273301,1289001,1310873,155758,356809,292567,264855,228328,224097,209693,204157,203500,202962,403576,729354,933406,1074335,1144006,1196428,1233666,1241593,1251074,1263033,31151,96282,135539,161402,174787,184649,189657,192557,194745,196388,
SW,16761287,14206695,2554592,11463052,2050991,2548030,471788,471788,480421,1307105,1803875,1746740,1828319,1751506,1797123,396406,71887,620096,124155,120387,119624,278344,276357,270664,276672,2068756,1854460,1854460,1166746,753105,753105,753105,753105,753105,753105,322526,288714,288714,272046,272046,121389,121389,121389,121389,121389,
